"contactid"	"publicationid"	"pubtype"	"year"	"articletitle"	"citation"	"journal"	"volume"	"issue"	"pages"	"doi"	"booktitle"	"publisher"	"contactid.1"	"numvolumes"	"edition"	"volumetitle"	"seriestitle"	"seriesvolume"	"citationnumber"	"url"	"city"	"state"	"country"	"originallanguage"	"contactid.2"	"notes"
NA	758	NA	"1993"	"Proyecto Arqueolgico Metro Lnea 9 (informe final) (8-10)"	NA	"Archivo del Departamento de Prehistoria (6-85)"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria (6-85)"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	759	NA	"1974"	"Restos de animales de la ofrenda 9 Templo Mayor, Mxico (8-119)"	NA	"Archivo del Departamento de Prehistoria (6-85)"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria (6-85)"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	760	NA	"1992"	"Descripcin y variacin del esqueleto post-craneal de Glossophaga morenoi morenoi Martnez y Villa, 1938 (Chiroptera Phyllostomidae)"	NA	NA	0	NA	NA	NA	NA	"Escuela Nacional de Ciencias Biolgicas, Instituto Politcnico Nacional"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	761	NA	"1986"	"Estudio palinolgico del perfil estatigrfico de la unidad \"El Toro\" Grutas de lotn, Yucatn"	NA	"Cuadernos de Trabajo del Departamento de Prehistoria"	0	NA	NA	NA	"Cuadernos de Trabajo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	762	NA	"1990"	"Una osamenta de las antiguas riberas de la laguna de Chairel, Tampico, Tamaulipas (27-11)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	763	NA	"1972"	"Informe de los trabajos realizados durante las excavaciones del mamut en los Reyes La Paz, Edo. de Mxico. Perodo del 27 de octubre al 18 de noviembre de 1972 (14-256)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	764	NA	"1984"	"Informe de la primera temporada de campo del proyecto Xicotencatl (27-8)"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	765	NA	"1971"	"Dos artefactos de huesos en asociacin a restos pleistocnicos en los Reyes La Paz, Mxico (14-189)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	766	NA	"1949"	"Early man in Mexico"	NA	"Viking Fund Publications in Anthropology"	0	NA	"13-45"	NA	"Viking Fund Publications in Anthropology"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	767	NA	"1956"	"Los materiales de huesos, astas, cuernos, conchas y madera de la cueva de la Candelaria, Coahuila"	NA	"Memorias del Instituto Nacional de Antropologa e Historia V. Cueva de La Candelaria"	1	NA	"109-163"	NA	"Memorias del Instituto Nacional de Antropologa e Historia V. Cueva de La Candelaria"	"Instituto Nacional de Antropologa e Historia. Secretaria de Educaccin Pblica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	768	NA	"9999"	"Informe sobre la identificacin del material procedente de Los Reyes, Estado de Mxico"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	769	NA	"1956"	"Some implications of the carbon-14 dates from a cave in Coahuila, Mexico"	NA	"Bulletin of Texas Archaeological Society"	0	NA	"215-234"	NA	"Bulletin of Texas Archaeological Society"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	770	NA	"1982"	"La cueva de Santa Marta Ocozocoautla, Chiapas. Estatigrafa, cronologa y cermica"	NA	"Coleccin Cientfica"	0	NA	"1-168"	NA	"Coleccin Cientfica"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	771	NA	"1979"	"Megafauna de Ciudad Guerrrero, Chihuahua (7-1)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	772	NA	"1956"	"La cueva de la Paila, cerca a Parras, Coahuila"	NA	"Memorias del Instituto Nacional de Antropologa e Historia V. Cueva de La Candelaria"	1	NA	"167-202"	NA	"Memorias del Instituto Nacional de Antropologa e Historia V. Cueva de La Candelaria"	"Instituto Nacional de Antropologa e Historia. Secretaria de Educaccin Pblica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	773	NA	"1972"	"The hunter-gatherer nomads of northern Mexico: a comparison of the archival and archaeological records"	NA	"World Archaeology"	4	NA	"167-178"	NA	"World Archaeology"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	774	NA	"1986"	"Las excavaciones"	NA	"Tlapacoya: 35000 aos de historia del Lago de Chalco"	0	NA	"13-56"	NA	"Tlapacoya: 35000 aos de historia del Lago de Chalco"	"Coleccin Cientfica, Serie Prehistoria, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	775	NA	"1981"	"Informe acerca de los restos de mamut encontrados en los trabajos del sistema de transporte colectivo \"metro\" que se realizan en esta delegacin Azcapotzalco (8-148)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	776	NA	"1983"	"Informe sobre un nuevo hallazgo de restos fsiles de mamutes en Tepexpan, Edo. de Mxico (14-65)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	777	NA	"1990"	"Proyecto el Cedral (23-17)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	778	NA	"1980"	"Informe de la exploracin de los restos oseos de el mamut en la lnea 4 norte del metro . In: reporte general de los trabajos de Arqueologa realizados en la ciudad de Mxico durante los aos 1978-1980 (8-153)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	779	NA	"1981"	"Definicin del formativo en la cuenca baja del ro Pnuco. primer informe (19-9)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	780	NA	"1972"	"Excavations in the Coxcatlan Locality in the Alluvial Slopes"	NA	"The prehistory of the Tehuacan Valley. volume five: excavations and reconnaissance"	5	NA	"219-340"	NA	"The prehistory of the Tehuacan Valley. volume five: excavations and reconnaissance"	"University of Texas Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	781	NA	"1984"	"Informe del hallazgo de fauna pleistocnica en el Cerrito del Tepeyac, D. F. (8-181)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	782	NA	"1977"	"Informe de las excavaciones paleontolgicas realizadas en el Rancho \"La Amapola\", Cedral, San Luis Potos. 1a Temporada, 1977 (23-50)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	783	NA	"9999"	"Informe de la segunda temporada de excavaciones realizadas en El Cedra, San Luis Potos"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	784	NA	"1975"	"Chapter XV: the last trech at Sabaka"	NA	"The hill-caves of Yucatan. a search for evidence of mans antiquity in the caverns of Central America"	0	NA	"146-159"	NA	"The hill-caves of Yucatan. a search for evidence of mans antiquity in the caverns of Central America"	"University Oklahoma Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	785	NA	"1975"	"Chapter XII: Loltun, the roch of flowers"	NA	"The hill-caves of Yucatan. a search for evidence of mans antiquity in the caverns of Central America"	0	NA	"98-125"	NA	"The hill-caves of Yucatan. a search for evidence of mans antiquity in the caverns of Central America"	"University Oklahoma Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	786	NA	"1975"	"Chapter IX: over hill and dale"	NA	"The hill-caves of Yucatan: a search for evidence of mans antiquity in the caverns of Central America"	0	NA	"79-84"	NA	"The hill-caves of Yucatan: a search for evidence of mans antiquity in the caverns of Central America"	"University Oklahoma Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	787	NA	"1975"	"Chapter V: the first important evidence"	NA	"The hill-caves of Yucatan: a search for evidence of mans antiquity in the caverns of Central America"	0	NA	"45-57"	NA	"The hill-caves of Yucatan: a search for evidence of mans antiquity in the caverns of Central America"	"University Oklahoma Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	788	NA	"1975"	"Chapter IV: wet caves in a dry land"	NA	"The hill-caves of Yucatan: a search for evidence of mans antiquity in the caverns of Central America"	0	NA	"32-44"	NA	"The hill-caves of Yucatan: a search for evidence of mans antiquity in the caverns of Central America"	"University Oklahoma Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	789	NA	"1974"	"Informe de la primera temporada de excavaciones en el abrigo de Santa Marta, Ocozocoautla, Chis. (6-114)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	790	NA	"1981"	"Expediente B/311 (72-31) (02)/1 (2.25.11)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	"1-1"	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	791	NA	"1975"	"Chapter XVI: a summary"	NA	"The hill-caves of Yucatan. a search for evidence of mans antiquity in the caverns of Central America"	0	NA	"160-178"	NA	"The hill-caves of Yucatan. a search for evidence of mans antiquity in the caverns of Central America"	"University Oklahoma Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	792	NA	"1984"	"El cenote de los sacrificios: tesoros mayas extrados del cenote sagrado de Chichn Itz"	NA	NA	0	NA	NA	NA	NA	"Fondo de Cultura Econmica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	793	NA	"1996"	"Vertebrados fsiles del estado de Hidalgo. Fossil vertebrates from the state of Hidalgo"	NA	"Vertebrados fsiles del estado de Hidalgo. Fossil vertebrates from the state of Hidalgo"	0	NA	"1-127"	NA	"Vertebrados fsiles del estado de Hidalgo. Fossil vertebrates from the state of Hidalgo"	"Universidad Autnoma del estado de Hidalgo"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	794	NA	"1993"	"La fauna encontrada en contexto Loma Alta"	NA	"Arqueologa de las Lomas en la cuenca lacustre de Zacapu, Michoacn, Mxico. Cuadernos de Estudios Michoacanos"	0	NA	"197-198"	NA	"Arqueologa de las Lomas en la cuenca lacustre de Zacapu, Michoacn, Mxico. Cuadernos de Estudios Michoacanos"	"Centre d'tudes Mexicaines et Centramricaines"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	795	NA	"1967"	"Vertebrate fauna and hunting patterns"	NA	"The Prehistoty of Tehuacan Valley. Environment and Subsistencia"	1	NA	"132-177"	NA	"The Prehistoty of Tehuacan Valley. Environment and Subsistencia"	"University of Texas Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	796	NA	"1968"	"Restos de fsiles encontrados en las cercanias de San Ignacio, Delegacin de Sta. Rosala, territorio de Baja California Sur (2-39)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	797	NA	"1990"	"Anlisis osteolgico preliminar. Proyecto La Quemada: 1987-1989 (31-24)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	798	NA	"1993"	"La fauna encontrada en contexto Lupe"	NA	"Arqueologa de las Lomas en la cuenca lacustre de Zacapu, Michoacn, Mxico. Cuadernos de Estudios Michoacanos"	0	NA	"198-200"	NA	"Arqueologa de las Lomas en la cuenca lacustre de Zacapu, Michoacn, Mxico. Cuadernos de Estudios Michoacanos"	"Centre d'tudes Mexicaines et Centramricaines"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	799	NA	"1996"	"Informe del rescate de fauna pleistocenica en Nextlalpa, Estado de Mxico (14-219)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	800	NA	"1995"	"Rescate paleontolgico Pantanal. Informe Tcnico de Excavacin (17-18)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	801	NA	"1934"	"Estudios paleontlogicos y estatigrficos en la regin de Tehuacan, Puebla"	NA	"Anales del Instituto de Biologa, Mxico"	5	NA	"55-80"	NA	"Anales del Instituto de Biologa, Mxico"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	802	NA	"1953"	"La contribucin de Federico K. G. Mllerried a la geologa y paleontologa mexicanas"	NA	"Revista de la Sociedad Mexicana de Historia Natural"	14	NA	"169-190"	NA	"Revista de la Sociedad Mexicana de Historia Natural"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	803	NA	"1886"	"Noticia acerca del hallazgo de recursos humanos prehistricos en el Valle de Mxico"	NA	"La Naturaleza, primera serie"	7	NA	"257-264"	NA	"La Naturaleza, primera serie"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	804	NA	"1886"	"Nuevos datos acerca de la antigedad del hombre en el Valle de Mxico"	NA	"La Naturaleza, primera serie"	7	NA	"265-270"	NA	"La Naturaleza, primera serie"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	805	NA	"1996"	"New records of fossil tapir from northeastern Mexico"	NA	"Current Research in the Pleistocene"	13	NA	"93-95"	NA	"Current Research in the Pleistocene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	806	NA	"1987"	"Informe de la atencin a la denuncia del hallazgo de restos oseos de fauna en el municipio de el Fuerte, Sinaloa (oficio No. 401.13-178, expediente 1.9.1)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	807	NA	"1982"	"Rescate de megafauna pleistocnica en la cienca lacustre de Cuitzeo, Michoacn (15-22)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	808	NA	"1982"	"Un hallazgo de megafauna extinta en el rea de Tocuila, Jurisdiccin de Tezcoco (sic), Mex. (14-178)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	809	NA	"9999"	"Anlisis de los restos oseos faunisticos procedentes de la excavacin realizada en la Ventanilla frente 3 Teotihuacan, Mexico (14-228)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	810	NA	"1988"	"Salvamento arqueolgico sobre restos de fauna pleitocnica en la localidad de Palo Dulce, Attotonilco el Alto, Jalisco, realizado del 4 de abril a 20 de mayo de 1988 (13-3)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	811	NA	"1867-1870"	"Studien ber das Genus Mastodon"	NA	"Paleontographica"	17	NA	"1-72"	NA	"Paleontographica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	812	NA	"1910"	"Pretendido hallazgo de huesos humanos fsiles, en cierto lugar del estado de Coahuila"	NA	"La Naturaleza, tercera serie"	1	NA	"45-51"	NA	"La Naturaleza, tercera serie"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	813	NA	"1903"	"El hombre prehistrico en el Valle de Mxico"	NA	"Anales del Museo Nacional de Mxico, 1a. poca"	7	NA	"455-458"	NA	"Anales del Museo Nacional de Mxico, 1a. poca"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	814	NA	"1952"	"Recientes hallazgos prehistricos en la Cuenca de Mxico"	NA	"Ciencia"	12	NA	"103-105"	NA	"Ciencia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	815	NA	"1952"	"Nuevos yacimientos de Mammuthus y otros mamferos, en la regin suroriental del Lago de Chapala (Mxico)"	NA	"Ciencia"	12	NA	"107-108"	NA	"Ciencia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	816	NA	"1948"	"Los suelos complejos y fsiles de la Altiplanicie de Mxico en relacin a los cambios climticos"	NA	"Boletn de la Sociedad Geolgica Mexicana"	13	NA	"1-20"	NA	"Boletn de la Sociedad Geolgica Mexicana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	817	NA	"1953"	"Mamferos recientes y fsiles de Mxico"	NA	"Ciencia"	13	NA	"79-84"	NA	"Ciencia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	818	NA	"1993"	"Intraspecific and interspecific variation in the Cryptotis nigrescens species complex of small-eared shrews (Insectivora: Soricidae), with description of a new species from Colombia"	NA	"Fieldiana Zool., new series"	74	NA	"1-30"	NA	"Fieldiana Zool., new series"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	819	NA	"1993"	"Mammal species of the world"	NA	NA	0	NA	"1-1206"	NA	NA	"Smithsonian Institution Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	820	NA	"1984"	"Bats"	NA	"Orders and families of recent mammals of the world"	0	NA	"145-186"	NA	"Orders and families of recent mammals of the world"	"John Wiley and Sons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	821	NA	"1987"	"Morphotypes dentaires actuels et fossiles des chiropteres vespertilionines 2eme parte: implications systematiques et phylogenics"	NA	"Paleovertebrata"	17	NA	"77-150"	NA	"Paleovertebrata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	822	NA	"1987"	"Phylogenetic analysis of the bat subfamily Stenodermatinae (Chiroptera: Phyllostomidae)"	NA	"Special Publications, The Museum, Texas Tech University"	26	NA	"1-65"	NA	"Special Publications, The Museum, Texas Tech University"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	823	NA	"1882"	"Descripcin de un hueso labrado, en llama fsil. Encontrado en los terrenos posterciarios de Tequixquiac"	NA	"El Minero Mexicano"	9	NA	"260-263"	NA	"El Minero Mexicano"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	824	NA	"1965"	"Contribucin al estudio paleontlogico del Valle de los Mamuts en Xicotencatl, Tamps."	NA	NA	0	NA	"6-42"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	825	NA	"1843"	"Petrificaciones descubiertas en Tehuantepec"	NA	"El Museo Mexicano"	1	NA	"271-271"	NA	"El Museo Mexicano"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	826	NA	"1843"	"Tradiciones antiguas de Mxico sobre una raza de gigantes que habito en el pas de Anhuac"	NA	"El Museo Mexicano"	1	NA	"180-181"	NA	"El Museo Mexicano"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	827	NA	"1840"	"Espedicin cientfica de General Tern a Tejas"	NA	"El Mosaico Mexicano"	4	NA	"364-368"	NA	"El Mosaico Mexicano"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	828	NA	"1981"	"Estatigrafia de la regin central de Aguascalientes, Ags. Mexico"	NA	"La Gaceta Geolgica"	6	NA	"17-40"	NA	"La Gaceta Geolgica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	829	NA	"1952"	"Recientes hallazgos prehistricos en la Cuenca de Mxico"	NA	"Tlatoani. Boletn de la Sociedad de Alumnos de la Escuela Nacional de Antropologa e Historia"	1	NA	"65-67"	NA	"Tlatoani. Boletn de la Sociedad de Alumnos de la Escuela Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	830	NA	"1959"	"The mammals of North America"	NA	NA	0	NA	"1-546"	NA	NA	"The Ronald Press Co."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	831	NA	"1968"	"Late Pliocene of the San Pedro Valley Arizona"	NA	"U. S. Geol. Survey, Prof. Paper"	0	NA	"169-173"	NA	"U. S. Geol. Survey, Prof. Paper"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	832	NA	"1984"	"Late Cenozoic Leporidae (Mammalia, Lagomorpha) from the Anza-Borrego Desert, Southern California"	NA	"Carnegie Mus. Nat. Hist., Spec. Publ."	0	NA	"41-57"	NA	"Carnegie Mus. Nat. Hist., Spec. Publ."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	833	NA	"1984"	"Lagomorphs"	NA	"Orders and families of recent mammals of the world"	0	NA	"686"	NA	"Orders and families of recent mammals of the world"	"John Wiley and Sons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	834	NA	"1996"	"Lista taxnomica de los mamiferos terrestres de Mxico"	NA	"Occasional Pappers the Museum Texas Tech University"	0	NA	"1-62"	NA	"Occasional Pappers the Museum Texas Tech University"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	835	NA	"1948"	"El hombre de Tepexpam (Valle de Mxico)"	NA	"Runa"	2	NA	"262-263"	NA	"Runa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	836	NA	"1939"	"Apuntes paleontolgicos y estatigrficos sobre el Valle del Mezquital, Estado de Hidalgo"	NA	"Anales de la Escuela Nacional de Ciencias Biolgicas"	1	NA	"225-255"	NA	"Anales de la Escuela Nacional de Ciencias Biolgicas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	837	NA	"1893"	"El hombre prehistrico de Mxico"	NA	"Memorias de la Sociedad Cientfica \"Antonio Alzate\""	7	NA	"17-39"	NA	"Memorias de la Sociedad Cientfica \"Antonio Alzate\""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	838	NA	"1947"	"El hombre fsil de Tepexpan y la estatigrafa del cuaternario en la cuenca de Mxico"	NA	"Ciencia"	8	NA	"153-155"	NA	"Ciencia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	839	NA	"1946"	"Cuitzeo, estudio antropogeogrfico"	NA	"Acta Anthropologica"	2	NA	"1-68"	NA	"Acta Anthropologica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	840	NA	"1950"	"El hombre de Tepexpan: historia de su descubrimiento"	NA	"Prehistoria de Mxico \"Revisin de prehistoria Mexicana: El hombre de Tepexpan y sus problemas\""	0	NA	"27-58"	NA	"Prehistoria de Mxico \"Revisin de prehistoria Mexicana: El hombre de Tepexpan y sus problemas\""	"Ediciones Mexicanas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
